city,state_name,lat,lng,population,density
Iowa Falls,Iowa,42.519,-93.2662,5062,362.7
Savannah,Missouri,39.9391,-94.8279,5062,600.8
Jackson,California,38.3485,-120.7728,5061,545.4
Clarks Summit,Pennsylvania,41.4902,-75.7065,5058,1232
Meridian,Colorado,39.5458,-104.8533,5058,762.1
Tallassee,Alabama,32.5315,-85.8903,5056,171.7
Pinckneyville,Illinois,38.0851,-89.3717,5055,475.3
Duryea,Pennsylvania,41.3533,-75.7757,5054,353.2
Lake Wisconsin,Wisconsin,43.3739,-89.5858,5051,145.6
Terrell Hills,Texas,29.4771,-98.4472,5050,1209.5
Turtle Creek,Pennsylvania,40.4085,-79.8214,5046,2002.1
California,Pennsylvania,40.0692,-79.9152,5046,176.9
St. Clairsville,Ohio,40.0791,-80.8997,5043,803.8
Running Springs,California,34.2104,-117.1147,5043,463.1
LaBelle,Florida,26.7219,-81.4506,5042,134.4
Hoopeston,Illinois,40.4608,-87.6635,5039,527.9
Big Bear Lake,California,34.2429,-116.8951,5038,311.1
Milan,Illinois,41.4415,-90.5593,5037,310.9
Sea Cliff,New York,40.8441,-73.6442,5037,1744.5
Archer Lodge,North Carolina,35.6907,-78.3749,5036,214.4
Falmouth,Virginia,38.3319,-77.4655,5036,623.4
Ayden,North Carolina,35.4693,-77.4167,5035,509.7
Louisburg,Kansas,38.6202,-94.677,5034,398.4
Three Points,Arizona,32.0596,-111.2866,5033,41.7
Cave Creek,Arizona,33.8513,-111.9801,5033,51.5
Myrtletown,California,40.7888,-124.1286,5028,925.6
Manheim,Pennsylvania,40.163,-76.3964,5028,1404.4
Vandergrift,Pennsylvania,40.5994,-79.5746,5028,1426.9
Wind Lake,Wisconsin,42.8239,-88.1563,5028,281.1
Sawmills,North Carolina,35.8165,-81.4781,5027,293.7
Kenneth City,Florida,27.8156,-82.7162,5025,2717.3
Wright City,Missouri,38.8341,-91.0399,5025,320.2
Cheraw,South Carolina,34.6956,-79.9084,5024,325.8
Lake City,Minnesota,44.4453,-92.2796,5021,431.9
Ellisburg,New Jersey,39.9199,-75.0093,5021,2142.4
Munroe Falls,Ohio,41.1386,-81.4344,5019,699.7
Hudson,Texas,31.3287,-94.8014,5017,382.1
Bluefield,Virginia,37.2351,-81.2751,5016,204
Odenville,Alabama,33.6978,-86.4228,5015,138.4
Swoyersville,Pennsylvania,41.2977,-75.8799,5014,896.2
Dodgeville,Wisconsin,42.966,-90.1297,5013,476.7
Lake of the Pines,California,39.0357,-121.059,5012,765.8
Byram,Connecticut,41.0011,-73.6528,5011,2445.5
Alva,Oklahoma,36.7895,-98.6649,5009,306.7
Ardsley,New York,41.0134,-73.8394,5005,1462.9
Las Piedras,Puerto Rico,18.1787,-65.8711,5005,1461.4
Ironwood,Michigan,46.4522,-90.1505,5004,293.7
South Barrington,Illinois,42.0881,-88.158,5004,259.1
New Freedom,Pennsylvania,39.7353,-76.6967,5003,928.4
Sunnyside,California,36.7294,-119.6945,5003,1018.4
Summerside,Ohio,39.1187,-84.2861,5001,935.7
Breckenridge,Colorado,39.4995,-106.0432,5001,319.5
Grandyle Village,New York,42.9867,-78.9524,5000,1026.3
Orange,Virginia,38.2485,-78.1129,5000,574.3
Chamberlayne,Virginia,37.628,-77.4288,5000,576.7
Ste. Genevieve,Missouri,37.9755,-90.0477,4996,494.4
Lake San Marcos,California,33.1197,-117.209,4996,1130.1
North Westport,Massachusetts,41.654,-71.0927,4995,371.7
Winter Beach,Florida,27.712,-80.4254,4995,280.4
Naples Park,Florida,26.2633,-81.8094,4995,1568
Pensacola Station,Florida,30.3541,-87.305,4993,222.6
Chain Lake,Washington,47.9028,-121.985,4989,176.6
Pleasant Garden,North Carolina,35.9595,-79.76,4989,128.1
Princeton,Minnesota,45.5688,-93.5899,4988,390.5
Forked River,New Jersey,39.8257,-74.1819,4988,704
The Pinehills,Massachusetts,41.8946,-70.5966,4988,472.1
Shelley,Idaho,43.3795,-112.1261,4987,842.5
Winfield,Alabama,33.9334,-87.7961,4982,108.2
Circle Pines,Minnesota,45.1409,-93.1505,4980,1099.9
Colville,Washington,48.5454,-117.8985,4979,622.5
Baxley,Georgia,31.7641,-82.3509,4971,234.8
Argyle,Texas,33.1102,-97.1867,4970,165.9
Union Grove,Wisconsin,42.6864,-88.0496,4968,740.6
Ampere North,New Jersey,40.7758,-74.1918,4968,3282.1
Lake Wildwood,California,39.2349,-121.2002,4967,627.1
Long View,North Carolina,35.7217,-81.3857,4967,476.6
Lares,Puerto Rico,18.2964,-66.8836,4966,946.9
Northwest Harbor,New York,41.0086,-72.2287,4966,132.5
Wadesboro,North Carolina,34.9645,-80.0746,4966,290.7
Sonora,California,37.9819,-120.3828,4965,606.2
Kingfisher,Oklahoma,35.8444,-97.9386,4964,429.4
Marksville,Louisiana,31.1246,-92.0652,4964,398.2
Bisbee,Arizona,31.4126,-109.9178,4963,370.2
Saltillo,Mississippi,34.379,-88.6938,4962,200.9
Adairsville,Georgia,34.3709,-84.9212,4960,204.7
Brielle,New Jersey,40.1048,-74.0637,4960,1090.9
Island Park,New York,40.6051,-73.6553,4958,4304.4
Becker,Minnesota,45.3824,-93.8772,4958,164.1
Creedmoor,North Carolina,36.1224,-78.6757,4957,351.7
Oakhurst,California,37.3475,-119.6202,4956,57.2
Mineola,Texas,32.6462,-95.4774,4956,185.6
Robbins,Illinois,41.6431,-87.7081,4956,1320.7
Gilmer,Texas,32.7318,-94.9461,4955,504.8
Edgewater,Colorado,39.7508,-105.0627,4955,2754.2
Kanab,Utah,37.0262,-112.5219,4950,123.4
Theodore,Alabama,30.5408,-88.1885,4950,239.4
Springville,Alabama,33.7643,-86.4742,4949,198.7
Hamilton,Montana,46.2527,-114.1598,4949,751.1
Vinton,Iowa,42.1631,-92.026,4948,391.1
Willits,California,39.4047,-123.3494,4945,675.4
West Sayville,New York,40.7295,-73.1051,4944,994.8
Skyline View,Pennsylvania,40.3376,-76.7256,4941,713.8
Franklin,New Jersey,41.1101,-74.5886,4938,437.7
Gibraltar,Michigan,42.096,-83.2029,4937,517
Massac,Kentucky,37.0335,-88.6858,4937,471.5
Kenmar,Pennsylvania,41.2547,-76.955,4937,930.5
Sparks,Texas,31.6727,-106.2399,4936,1361.2
Batesburg-Leesville,South Carolina,33.9126,-81.5313,4935,232.4
Lindstrom,Minnesota,45.387,-92.8477,4933,498.9
Omak,Washington,48.4229,-119.5159,4931,505.4
Port Allen,Louisiana,30.4456,-91.2098,4928,671.2
Medical Lake,Washington,47.5712,-117.6893,4927,564.4
Rocky Mount,Virginia,37.0045,-79.8854,4926,278.5
Herculaneum,Missouri,38.2579,-90.3948,4925,457.3
Rio Communities,New Mexico,34.6459,-106.7164,4924,247.1
Granite Falls,North Carolina,35.797,-81.4237,4921,384.9
Barling,Arkansas,35.3284,-94.2791,4919,184.9
Nashville,Georgia,31.2048,-83.2478,4918,372.1
Progreso,Texas,26.0962,-97.9566,4918,634
Edwardsville,Pennsylvania,41.2613,-75.9071,4917,1602.5
Demarest,New Jersey,40.955,-73.9568,4916,915.9
Sparta,Tennessee,35.9347,-85.4726,4915,282.3
Elko New Market,Minnesota,44.5665,-93.338,4915,503.2
Shenandoah,Iowa,40.7582,-95.372,4913,506.7
Winchester,Indiana,40.1719,-84.9764,4912,548.4
Tara Hills,California,37.9939,-122.3188,4912,2844.2
Royersford,Pennsylvania,40.1862,-75.5382,4911,2409.9
Wauchula,Florida,27.5469,-81.8102,4910,580.3
Valparaiso,Florida,30.4926,-86.5079,4910,159.1
Aberdeen,Mississippi,33.8287,-88.5539,4909,156.8
Luverne,Minnesota,43.6531,-96.2148,4907,516.8
Wrightwood,California,34.3495,-117.63,4907,318.3
South Sarasota,Florida,27.2857,-82.5332,4905,984.5
North Manchester,Indiana,41.0044,-85.7751,4904,534
Minot AFB,North Dakota,48.4209,-101.3381,4904,260.5
Fellsmere,Florida,27.7241,-80.5974,4902,32.9
Hillandale,Maryland,39.0249,-76.9737,4901,1001.7
Sulphur,Oklahoma,34.4979,-96.9898,4900,314.5
University,Mississippi,34.3655,-89.5379,4899,2685.4
Harlan,Iowa,41.6495,-95.3268,4896,427.7
Twin Lakes,California,36.9646,-121.9896,4895,2735.2
Goshen,California,36.3493,-119.4206,4895,671.2
Golden Triangle,New Jersey,39.9288,-75.0398,4893,668.6
Westmont,Pennsylvania,40.3194,-78.9525,4893,810.6
Daleville,Alabama,31.2915,-85.7117,4891,133.5
Farmers Loop,Alaska,64.9061,-147.6957,4887,86.6
Flemington,New Jersey,40.5087,-74.8599,4887,1751.2
Reidland,Kentucky,37.0085,-88.5261,4887,393.9
Hinton,Oklahoma,35.4895,-98.3575,4886,398
Wahoo,Nebraska,41.2166,-96.6172,4885,643.8
Chula Vista,Texas,28.6573,-100.422,4884,569.8
Harrington Park,New Jersey,40.9899,-73.9804,4883,1021.6
Kimberly,Idaho,42.5342,-114.3699,4883,927.2
Needles,California,34.8164,-114.6189,4882,61.6
Hawthorne,New York,41.1035,-73.7968,4881,1715.7
Baldwin City,Kansas,38.7782,-95.188,4881,636.9
Eagleville,Pennsylvania,40.1599,-75.4089,4880,1100.2
Denton,Maryland,38.877,-75.8264,4879,357.6
Carmi,Illinois,38.0861,-88.1722,4879,727.5
Zapata,Texas,26.9026,-99.2612,4879,246.5
Estacada,Oregon,45.2986,-122.3337,4878,710.3
New Castle,Colorado,39.5776,-107.5267,4878,754.5
Paulden,Arizona,34.8897,-112.4937,4874,32.8
East Merrimack,New Hampshire,42.8692,-71.4819,4872,557.3
Raynham Center,Massachusetts,41.9327,-71.0431,4871,446.1
Lawnton,Pennsylvania,40.2653,-76.7984,4871,1290.2
Keyser,West Virginia,39.4394,-78.9821,4870,952.5
Desloge,Missouri,37.8751,-90.5191,4870,644.4
Dellwood,Missouri,38.7564,-90.2766,4869,1813.6
Spring Lake Heights,New Jersey,40.1521,-74.043,4866,1451.1
Lexington,Ohio,40.68,-82.5793,4866,461.4
St. Augustine South,Florida,29.8449,-81.3156,4864,1184.6
Abbeville,South Carolina,34.1787,-82.3774,4863,302.1
Penns Grove,New Jersey,39.7275,-75.4691,4860,2102.1
Flora,Illinois,38.6688,-88.4758,4860,400.1
Albertson,New York,40.7715,-73.6482,4859,2763.1
Carthage,Mississippi,32.7431,-89.5337,4859,201.9
James City,North Carolina,35.0592,-77.02,4859,243.6
Silverton,Ohio,39.1884,-84.401,4857,1684.7
Chatsworth,Georgia,34.7808,-84.7835,4857,365.7
Spry,Pennsylvania,39.9125,-76.6864,4857,725.9
Green Tree,Pennsylvania,40.417,-80.0544,4856,903.4
Chittenango,New York,43.0462,-75.8748,4855,754.3
Pupukea,Hawaii,21.6511,-158.0437,4853,545.1
June Park,Florida,28.072,-80.6876,4852,622.8
Utqiagvik,Alaska,71.2727,-156.7575,4850,99.7
Santa Isabel,Puerto Rico,17.9691,-66.4051,4850,1830.1
Pearl Beach,Michigan,42.6295,-82.5834,4846,389.4
North Alamo,Texas,26.216,-98.1264,4843,1307.4
Carolina Shores,North Carolina,33.9077,-78.574,4843,644.7
Columbia,Kentucky,37.1036,-85.3073,4842,383.7
Coopersville,Michigan,43.0658,-85.9341,4841,388.6
Hendron,Kentucky,37.035,-88.6427,4840,349.9
Beecher,Illinois,41.35,-87.6172,4837,682
Luray,Virginia,38.665,-78.4546,4836,384.3
South Brooksville,Florida,28.5243,-82.4159,4835,104.5
Holbrook,Arizona,34.9044,-110.1672,4834,107.6
South Bound Brook,New Jersey,40.5535,-74.5277,4833,2894.5
King George,Virginia,38.2807,-77.1896,4833,173.2
Palos Park,Illinois,41.6679,-87.8891,4832,289.3
Glendive,Montana,47.1101,-104.707,4831,536.9
Wauna,Washington,47.386,-122.6695,4831,296.1
Indian Wells,California,33.7036,-116.3396,4830,130.4
Pilot Point,Texas,33.3949,-96.9497,4829,236.4
South Bay,Florida,26.677,-80.7265,4828,651.4
Venersborg,Washington,45.786,-122.4721,4827,174.2
Okauchee Lake,Wisconsin,43.1256,-88.4385,4827,499.3
Point Pleasant Beach,New Jersey,40.0928,-74.0459,4826,1308.9
Midway,North Carolina,35.9751,-80.2204,4826,238.9
Seven Lakes,North Carolina,35.2647,-79.5865,4823,222
Prairie Heights,Washington,47.1529,-122.1048,4817,497.3
Cochran,Georgia,32.3875,-83.3523,4815,378.2
Telford,Pennsylvania,40.3259,-75.3274,4814,1845.4
Clinton,Indiana,39.6608,-87.4045,4814,825.5
Cornelia,Georgia,34.517,-83.5311,4813,447.8
Ashland,Missouri,38.7927,-92.2479,4811,298.3
Fountain Hill,Pennsylvania,40.6029,-75.3961,4811,2526
Littlestown,Pennsylvania,39.7452,-77.0892,4810,1014.9
Flourtown,Pennsylvania,40.1039,-75.2069,4810,1315.9
Reedurban,Ohio,40.7979,-81.4358,4808,979.2
Bret Harte,California,37.6021,-121.0045,4807,3373.2
Mount Pleasant,Tennessee,35.5483,-87.1872,4803,147.4
Forest Hills,Tennessee,36.0652,-86.8403,4802,200.7
Wolf Lake,Michigan,43.2451,-86.1074,4802,523.2
Cheboygan,Michigan,45.641,-84.4687,4801,270.1
Stafford Springs,Connecticut,41.9595,-72.3105,4801,290.8
Penn Yan,New York,42.6609,-77.0535,4800,772.1
Carrizo Springs,Texas,28.5267,-99.8589,4800,599.7
Ogallala,Nebraska,41.1292,-101.7211,4800,373.9
Ahoskie,North Carolina,36.2842,-76.9902,4798,420.9
Riva,Maryland,38.9448,-76.5876,4798,754.1
Manitou Springs,Colorado,38.8575,-104.9127,4796,588.1
Ottawa Hills,Ohio,41.6682,-83.6433,4796,984.6
Westlake,Louisiana,30.2606,-93.2638,4794,484.1
Platte City,Missouri,39.3574,-94.7651,4793,466.8
Flower Hill,New York,40.8075,-73.6755,4793,1148
Kingsville,Maryland,39.4496,-76.4205,4790,184.2
Timber Pines,Florida,28.469,-82.5999,4790,840.9
Lonsdale,Minnesota,44.4778,-93.4225,4789,708.6
Worland,Wyoming,44.0025,-107.9544,4788,402.9
Brookridge,Florida,28.5483,-82.4897,4788,729.9
Windom,Minnesota,43.8736,-95.1201,4786,451.2
Searingtown,New York,40.7705,-73.6603,4786,1983.2
Elk Ridge,Utah,40.0099,-111.6775,4782,631.4
Northvale,New Jersey,41.0101,-73.9505,4782,1459.6
Oak Park Heights,Minnesota,45.0324,-92.8098,4782,631
Winnsboro,Louisiana,32.165,-91.721,4777,461.3
Higginsville,Missouri,39.0652,-93.727,4775,489.3
Benton,Kentucky,36.8479,-88.3602,4774,361.5
DeWitt,Michigan,42.8364,-84.575,4774,649.7
Calcutta,Ohio,40.684,-80.5621,4770,151.3
San Carlos,Arizona,33.35,-110.4654,4769,214.7
St. Clair,Missouri,38.348,-90.9933,4767,381.9
Crystal Springs,Mississippi,31.9903,-90.354,4766,338.9
Richwood,Texas,29.0723,-95.4046,4766,412
Mount Orab,Ohio,39.0293,-83.9267,4765,190.1
Grantley,Pennsylvania,39.9386,-76.7297,4762,882
Humboldt,Iowa,42.7229,-94.2241,4761,395.2
Lakeview,Georgia,34.9777,-85.2539,4760,809
North Kansas City,Missouri,39.1396,-94.5641,4758,420.1
Midland,North Carolina,35.245,-80.5212,4758,137.7
Whitehouse,Ohio,41.5215,-83.7958,4757,424.8
Combee Settlement,Florida,28.0597,-81.9051,4756,929.1
Warm Mineral Springs,Florida,27.0472,-82.2702,4756,778.3
Nellis AFB,Nevada,36.2466,-115.0571,4755,670.1
Cedar Knolls,New Jersey,40.8199,-74.4551,4754,892.8
Christiana,Tennessee,35.7193,-86.4129,4753,207.2
Piedmont,Alabama,33.9269,-85.6149,4749,186.6
Nassau Village-Ratliff,Florida,30.5108,-81.8089,4749,125
Watertown,Minnesota,44.9604,-93.8431,4747,698
Sugarcreek,Pennsylvania,41.438,-79.8183,4745,48.8
Whitfield,Florida,27.4116,-82.5659,4745,1328.3
West Milton,Ohio,39.9585,-84.3261,4740,539.8
St. James,Minnesota,43.9833,-94.6249,4740,748.6
Arnold,Pennsylvania,40.5788,-79.7655,4738,2499
South Hill,Virginia,36.7254,-78.1287,4737,185.6
Bridgeville,Pennsylvania,40.3578,-80.1061,4737,1670.1
Sawgrass,Florida,30.19,-81.3704,4734,604.2
Jeanerette,Louisiana,29.9157,-91.6758,4732,791.5
Chisholm,Minnesota,47.4877,-92.8786,4731,408.7
Dansville,New York,42.5625,-77.6968,4731,700.5
Vail,Colorado,39.6385,-106.3613,4729,388
Mather,California,38.5488,-121.2831,4729,182.1
Centreville,Maryland,39.042,-76.063,4725,666.5
Santa Ynez,California,34.6168,-120.0948,4725,377.7
Stock Island,Florida,24.5658,-81.7351,4724,2179.3
Butler Beach,Florida,29.798,-81.2653,4723,716.9
Edwardsville,Kansas,39.0765,-94.8166,4721,201.7
Whiteville,North Carolina,34.3306,-78.7014,4721,327.9
Crystal City,Missouri,38.2227,-90.3813,4721,403.7
Crossett,Arkansas,33.128,-91.9631,4719,254.5
Le Claire,Iowa,41.5963,-90.3686,4718,391.5
Brisbane,California,37.6902,-122.4021,4718,609.7
Miami Heights,Ohio,39.1676,-84.7152,4718,474.6
Lake Pocotopaug,Connecticut,41.596,-72.51,4715,331.5
Osage Beach,Missouri,38.1353,-92.6478,4715,185.4
Longbranch,Washington,47.2257,-122.7739,4715,91
Madison,Georgia,33.5793,-83.4758,4714,205.4
Leonardtown,Maryland,38.3039,-76.6395,4712,472.5
Montoursville,Pennsylvania,41.2472,-76.9184,4711,500.7
Woodmore,Maryland,38.9222,-76.781,4710,277.8
Morgan's Point Resort,Texas,31.1519,-97.4587,4709,596.6
Jenkintown,Pennsylvania,40.0962,-75.1296,4708,3099.6
Rock Hill,Missouri,38.6091,-90.3673,4708,1647.6
Fabens,Texas,31.5136,-106.1521,4704,419.9
Montgomery,Georgia,31.9438,-81.1081,4704,348.3
Naguabo,Puerto Rico,18.2117,-65.737,4701,2892.5
Country Lake Estates,New Jersey,39.9486,-74.5409,4700,1593.3
East Palestine,Ohio,40.8392,-80.5467,4699,575.7
Lakewood,Illinois,42.2279,-88.3931,4699,395.5
Grayson,Georgia,33.8904,-83.9576,4699,743.2
Lemoyne,Pennsylvania,40.2442,-76.8991,4697,1124.9
Ocean Bluff-Brant Rock,Massachusetts,42.1006,-70.6626,4695,833.6
Childersburg,Alabama,33.2962,-86.3456,4694,147
Moses Lake North,Washington,47.1949,-119.3178,4693,316.7
Elberton,Georgia,34.1063,-82.8705,4691,376.3
West Elmira,New York,42.0879,-76.8472,4691,596.1
Swartz,Louisiana,32.5809,-91.9869,4691,222.6
Oak Hill,Tennessee,36.0735,-86.7856,4690,230.8
Whiteville,Tennessee,35.318,-89.1498,4689,686.7
Valdese,North Carolina,35.7566,-81.5634,4689,230.3
East Troy,Wisconsin,42.7846,-88.3973,4689,396
Avalon,Pennsylvania,40.5011,-80.068,4689,2935.8
Meadows Place,Texas,29.6513,-95.5874,4689,1939.8
Mount Plymouth,Florida,28.8024,-81.5351,4688,629.1
Garwood,New Jersey,40.6513,-74.3231,4688,2783
Fort Pierce South,Florida,27.4098,-80.3539,4686,699.4
Lillington,North Carolina,35.4001,-78.8138,4683,235.6
Palmetto,Georgia,33.531,-84.6678,4681,152.6
Blanchester,Ohio,39.2934,-83.9795,4681,442.1
Crooked River Ranch,Oregon,44.4242,-121.2757,4681,87.3
Berwick,Louisiana,29.7013,-91.2377,4680,306.2
Monticello,Louisiana,30.4881,-91.0448,4677,755.1
Tuscola,Illinois,39.7968,-88.2749,4675,612
Salem,Missouri,37.6399,-91.5345,4673,518.6
Grafton,West Virginia,39.3409,-80.0162,4671,491.1
Haleiwa,Hawaii,21.5965,-158.1003,4671,585.9
Hurstbourne,Kentucky,38.2379,-85.5891,4669,1001.2
Berryville,Virginia,39.1504,-77.9825,4667,728
Lake Worth,Texas,32.813,-97.4306,4667,731.2
Aurora,Nebraska,40.8645,-98.0078,4665,549.4
Dilworth,Minnesota,46.8795,-96.6985,4664,520.4
Paradise Hills,New Mexico,35.1981,-106.7023,4662,1760.1
Bremen,Indiana,41.4484,-86.1505,4660,634.9
Añasco,Puerto Rico,18.2861,-67.1409,4660,2213.3
Adjuntas,Puerto Rico,18.1638,-66.7235,4660,2401.1
Springhill,Louisiana,33.0019,-93.4613,4659,289.5
Granite Falls,Washington,48.0874,-121.9706,4658,817.8
Fairfield,Illinois,38.3798,-88.3723,4658,439
Gifford,Florida,27.6756,-80.4252,4658,661.6
Silverthorne,Colorado,39.6562,-106.0869,4657,442.9
Pacheco,California,37.9878,-122.07,4657,2393.6
Nikiski,Alaska,60.7152,-151.2317,4656,25.9
Grant-Valkaria,Florida,27.9322,-80.5655,4655,66
Jackson,Alabama,31.5318,-87.8915,4654,114.9
Mansfield,Louisiana,32.0355,-93.7004,4653,491.9
Boalsburg,Pennsylvania,40.7783,-77.7734,4653,309.9
Montebello,New York,41.1317,-74.1135,4649,415.4
Mount Ephraim,New Jersey,39.8805,-75.0918,4648,2030.1
Florence,Mississippi,32.1557,-90.1225,4647,221.7
West Pittston,Pennsylvania,41.3296,-75.8,4645,2188.2
Copperopolis,California,37.9488,-120.6352,4644,134.7
Clarkdale,Arizona,34.7501,-112.0555,4642,176.1
Negaunee,Michigan,46.497,-87.5968,4641,133.3
Forsyth,Georgia,33.0352,-83.939,4641,198.9
Los Chaves,New Mexico,34.7334,-106.7611,4641,156.7
Columbiana,Alabama,33.193,-86.6114,4640,99.3
Pittsboro,North Carolina,35.7255,-79.1713,4640,201
Buckhead,Georgia,31.8613,-81.2623,4640,656.2
Rogersville,Tennessee,36.4081,-83.0043,4638,476.4
Buckingham,Florida,26.6613,-81.7402,4637,99.4
American Falls,Idaho,42.7828,-112.8541,4636,1109.3
Clarcona,Florida,28.6268,-81.4979,4636,431.1
Olympia Fields,Illinois,41.517,-87.6924,4636,609.1
Lorane,Pennsylvania,40.2921,-75.8486,4633,1005.6
Watseka,Illinois,40.7752,-87.7304,4630,607.2
Ashville,Ohio,39.7238,-82.9575,4626,749
Boiling Springs,North Carolina,35.2522,-81.6636,4625,398.5
Buhl,Idaho,42.5984,-114.7596,4624,950.4
Oconto,Wisconsin,44.8923,-87.8715,4623,263.2
Michigan Center,Michigan,42.2268,-84.323,4623,354.1
Blue Point,New York,40.7519,-73.0353,4622,990.5
Panther Valley,New Jersey,40.9078,-74.8412,4622,598.3
Weaverville,North Carolina,35.6963,-82.5585,4618,451.4
Erwin,North Carolina,35.3226,-78.6733,4617,414.2
Barnwell,South Carolina,33.2419,-81.3659,4616,227.3
Centralia,Missouri,39.2105,-92.1342,4615,611.9
Lake Montezuma,Arizona,34.6414,-111.796,4615,154.5
Blackwood,New Jersey,39.7982,-75.0629,4615,1461.1
La Joya,Texas,26.2518,-98.4699,4613,423.6
Beaufort,North Carolina,34.73,-76.6493,4613,347.2
Kalaheo,Hawaii,21.9159,-159.5236,4612,508.9
Wood Village,Oregon,45.5358,-122.4205,4611,1889.2
Lindale,Georgia,34.1884,-85.1808,4611,325
Mount Carmel,Ohio,39.0978,-84.2995,4611,973
Randleman,North Carolina,35.8165,-79.8066,4611,431.7
Folkston,Georgia,30.8392,-82.0073,4609,424.9
Hollister,Missouri,36.6057,-93.2339,4608,279.3
Neptune City,New Jersey,40.2005,-74.0333,4607,1986.1
Deer Park,Washington,47.9642,-117.4398,4605,258.1
Cornwall,Pennsylvania,40.2659,-76.4077,4602,183.1
Lexington,Missouri,39.1798,-93.8694,4602,339.8
Belfair,Washington,47.4495,-122.8487,4601,241.1
Noyack,New York,40.9826,-72.335,4601,211.6
South Tucson,Arizona,32.1955,-110.9692,4601,1729.9
South Greeley,Wyoming,41.0929,-104.8066,4596,1063.5
Butler,Missouri,38.2598,-94.3394,4594,436.2
Ellisville,Mississippi,31.5969,-89.2091,4593,169.9
New Boston,Texas,33.4612,-94.4183,4593,417.9
Sauk Centre,Minnesota,45.736,-94.9523,4589,431.9
Waimanalo Beach,Hawaii,21.3288,-157.6974,4587,896.7
Pinardville,New Hampshire,43.001,-71.5171,4586,1064.1
Big Pine Key,Florida,24.6893,-81.3676,4584,173.4
St. James,Maryland,39.5738,-77.7482,4581,292.6
Beavercreek,Oregon,45.2756,-122.5136,4577,87.9
Wapato,Washington,46.4437,-120.4215,4577,1528.8
Coopertown,Tennessee,36.4142,-86.9658,4576,55.9
Highlands,New Jersey,40.4036,-73.9898,4575,2386.4
East Petersburg,Pennsylvania,40.1006,-76.3511,4575,1462.4
Glen Head,New York,40.8449,-73.618,4575,1075.3
Holts Summit,Missouri,38.6472,-92.1142,4572,476.4
Moon Lake,Florida,28.2993,-82.605,4572,294.7
Creve Coeur,Illinois,40.6426,-89.5981,4572,417.2
Little Falls,New York,43.0452,-74.8566,4567,459.4
East Porterville,California,36.0581,-118.9749,4567,830.9
Greenacres,California,35.3831,-119.1184,4566,925.8
Charleston,Missouri,36.9179,-89.3343,4565,367.5
Camanche,Iowa,41.7923,-90.277,4562,198.4
Lake Tansi,Tennessee,35.8701,-85.0614,4562,199.6
Mullica Hill,New Jersey,39.727,-75.2194,4561,469.6
Heron Bay,Georgia,33.3393,-84.1922,4561,390.4
Floyds Knobs,Indiana,38.3245,-85.8736,4557,274.3
Shannon Hills,Arkansas,34.6157,-92.4217,4557,666.7
Cortland,Illinois,41.9255,-88.6794,4556,489.6
Ranlo,North Carolina,35.2889,-81.1294,4556,853.8
Whiting,Indiana,41.6731,-87.4842,4554,973.2
